k Nrep i_ave squared_error_HSgb_G
5 10000 14 0.00023136570
5 10000 15 0.00025324988
5 10000 16 0.00032406621
5 10000 17 0.00029532204
5 10000 18 0.00041362221
5 10000 19 0.00039802517
5 10000 20 0.00022596405
5 10000 21 0.00043164312
5 10000 22 0.00060880506
5 10000 23 0.00028344089
5 10000 24 0.00105775136
5 10000 25 0.00025106576
5 10000 26 0.00080629088
5 10000 27 0.00025404904
5 10000 28 0.00048663510
5 10000 29 0.00027346221
5 10000 30 0.00033083308
5 10000 31 0.00027579261
5 10000 32 0.00032588206
5 10000 33 0.00037513249
5 10000 34 0.00102379555
5 10000 35 0.00021471202
5 10000 36 0.00024334927
5 10000 37 0.00028055073
5 10000 38 0.00044706532
5 10000 39 0.00046425087
5 10000 40 0.00062846265
5 10000 41 0.00030049595
5 10000 42 0.00030003533
5 10000 43 0.00034908491
5 10000 44 0.00029081266
5 10000 45 0.00037569071
5 10000 46 0.00018836573
5 10000 47 0.00022180230
5 10000 48 0.00016815599
5 10000 49 0.00048847557
5 10000 50 0.00061900060
5 10000 51 0.00041452547
5 10000 52 0.00033967365
5 10000 53 0.00074224889
5 10000 54 0.00044065086
5 10000 55 0.00029522009
5 10000 56 0.00034693853
5 10000 57 0.00073568998
5 10000 58 0.00024776330
5 10000 59 0.00053731662
5 10000 60 0.00040131359
5 10000 61 0.00030482051
5 10000 62 0.00032577271
5 10000 63 0.00032836370
5 10000 64 0.00021239266
5 10000 65 0.00033763996
5 10000 66 0.00037447822
5 10000 67 0.00043365601
5 10000 68 0.00031910743
5 10000 69 0.00043571785
5 10000 70 0.00035899764
5 10000 71 0.00060563518
5 10000 72 0.00025505180
5 10000 73 0.00035116181
5 10000 74 0.00030759399
5 10000 75 0.00055602418
5 10000 76 0.00038173904
5 10000 77 0.00054429547
5 10000 78 0.00055641247
5 10000 79 0.00023405792
5 10000 80 0.00080162796
5 10000 81 0.00021293558
5 10000 82 0.00037216201
5 10000 83 0.00052139384
5 10000 84 0.00032157456
5 10000 85 0.00042378019
5 10000 86 0.00034924523
5 10000 87 0.00019040147
5 10000 88 0.00048563282
5 10000 89 0.00033344247
5 10000 90 0.00040012732
5 10000 91 0.00066202870
5 10000 92 0.00028502409
5 10000 93 0.00018680598
5 10000 94 0.00032599681
5 10000 95 0.00037224332
5 10000 96 0.00031703595
5 10000 97 0.00041121248
5 10000 98 0.00044478183
5 10000 99 0.00054066688
5 10000 100 0.00062638239
5 100000 1 0.00018589612
5 100000 2 0.00019219842
5 100000 3 0.00020999667
5 100000 4 0.00024365831
5 100000 5 0.00022123073
5 100000 6 0.00017810540
5 100000 7 0.00021831243
5 100000 8 0.00019603988
5 100000 9 0.00020740950
5 100000 10 0.00018364848
5 100000 11 0.00018565305
5 100000 12 0.00017732744
5 100000 13 0.00017766059
5 100000 14 0.00019758004
5 100000 15 0.00018603471
5 100000 16 0.00023570103
5 100000 17 0.00020525527
5 100000 18 0.00020591336
5 100000 19 0.00019205423
5 100000 20 0.00021479535
5 100000 21 0.00021500200
5 100000 22 0.00020377872
5 100000 23 0.00022438966
5 100000 24 0.00021553131
5 100000 25 0.00018642034
5 100000 26 0.00018715309
5 100000 27 0.00022572730
5 100000 28 0.00018486677
5 100000 29 0.00021373711
5 100000 30 0.00019314169
5 100000 31 0.00018148854
5 100000 32 0.00019980111
5 100000 33 0.00019595413
5 100000 34 0.00019624112
5 100000 35 0.00020996327
5 100000 36 0.00019800187
5 100000 37 0.00021958677
5 100000 38 0.00019001679
5 100000 39 0.00022249519
5 100000 40 0.00018343864
5 100000 41 0.00027234646
5 100000 42 0.00019977879
5 100000 43 0.00017631685
5 100000 44 0.00021307803
5 100000 45 0.00023059951
5 100000 46 0.00018634372
5 100000 47 0.00020835478
5 100000 48 0.00017307908
5 100000 49 0.00024108322
5 100000 50 0.00018904141
5 100000 51 0.00019256263
5 100000 52 0.00020787966
5 100000 53 0.00019087500
5 100000 54 0.00018515842
5 100000 55 0.00018455321
5 100000 56 0.00024565761
5 100000 57 0.00020171269
5 100000 58 0.00022272501
5 100000 59 0.00022202582
5 100000 60 0.00018733908
5 100000 61 0.00020795648
5 100000 62 0.00021313597
5 100000 63 0.00019440428
5 100000 64 0.00021741705
5 100000 65 0.00023078881
5 100000 66 0.00020542482
5 100000 67 0.00021386170
5 100000 68 0.00018307298
5 100000 69 0.00021182408
5 100000 70 0.00018596075
5 100000 71 0.00017646791
5 100000 72 0.00021346886
5 100000 73 0.00021810661
5 100000 74 0.00020714098
5 100000 75 0.00020425252
5 100000 76 0.00024120494
5 100000 77 0.00021701001
5 100000 78 0.00018814770
5 100000 79 0.00018460641
5 100000 80 0.00019614406
5 100000 81 0.00022244821
5 100000 82 0.00021085848
5 100000 83 0.00033231395
5 100000 84 0.00018962049
5 100000 85 0.00020086994
5 100000 86 0.00026269588
5 100000 87 0.00018844903
5 100000 88 0.00019416050
5 100000 89 0.00020690820
5 100000 90 0.00024230404
5 100000 91 0.00023963458
5 100000 92 0.00022867593
5 100000 93 0.00016431783
5 100000 94 0.00019278782
5 100000 95 0.00019210652
5 100000 96 0.00017819398
5 100000 97 0.00024755092
5 100000 98 0.00020413997
5 100000 99 0.00019449548
5 100000 100 0.00017894545
7 100 1 0.05189544656
7 100 2 0.03639383321
7 100 3 0.00456609512
7 100 4 0.01153931090
7 100 5 0.00177362031
7 100 6 0.05551702578
7 100 7 0.02802210414
7 100 8 0.01978478985
7 100 9 0.01203633627
7 100 10 0.02709074240
7 100 11 0.02723552248
7 100 12 0.01148484487
7 100 13 0.01420301062
7 100 14 0.00958390761
7 100 15 0.00477085181
7 100 16 0.01284230430
7 100 17 0.00991277707
7 100 18 0.01972316091
7 100 19 0.00220274521
7 100 20 0.00572810918
7 100 21 0.00506229586
7 100 22 0.02889204897
7 100 23 0.02661413905
7 100 24 0.00575536623
7 100 25 0.02175680818
7 100 26 0.01640015969
7 100 27 0.05499672066
7 100 28 0.00535912290
7 100 29 0.01601646127
7 100 30 0.00362808716
7 100 31 0.01686515497
7 100 32 0.00821460848
7 100 33 0.08666835924
7 100 34 0.02020616926
7 100 35 0.02632477995
7 100 36 0.06282599522
7 100 37 0.01019865193
7 100 38 0.00720235144
7 100 39 0.00871744107
7 100 40 0.02054081883
7 100 41 0.01165404156
7 100 42 0.01760436090
7 100 43 0.01323779570
7 100 44 0.00407432735
7 100 45 0.01045506644
7 100 46 0.03432719194
7 100 47 0.00458003967
7 100 48 0.01366217745
7 100 49 0.00405705298
7 100 50 0.02725316145
7 100 51 0.06518891098
7 100 52 0.02718611261
7 100 53 0.01700679237
7 100 54 0.02047955265
7 100 55 0.00212804544
7 100 56 0.03248905758
7 100 57 0.03606089412
7 100 58 0.01730219415
7 100 59 0.01604016861
7 100 60 0.02302793412
7 100 61 0.00442105924
7 100 62 0.00556860225
7 100 63 0.01094431109
7 100 64 0.02740711295
7 100 65 0.00608822737
7 100 66 0.00386715126
7 100 67 0.03055021496
7 100 68 0.03373452275
7 100 69 0.04316530667
7 100 70 0.00797445327
7 100 71 0.01232915041
7 100 72 0.00956297041
7 100 73 0.00136800902
7 100 74 0.00957915129
7 100 75 0.01160334656
7 100 76 0.02560317750
7 100 77 0.01201729840
7 100 78 0.00660918781
7 100 79 0.02053355785
7 100 80 0.02830382777
7 100 81 0.00944524830
7 100 82 0.05684153293
7 100 83 0.00526442669
7 100 84 0.00408151667
7 100 85 0.00711351405
7 100 86 0.03603655699
7 100 87 0.00205631373
7 100 88 0.00623605224
7 100 89 0.00262497004
7 100 90 0.00765946551
7 100 91 0.00583270007
7 100 92 0.01340560131
7 100 93 0.01045250733
7 100 94 0.01090620448
7 100 95 0.02049038678
7 100 96 0.01597667903
7 100 97 0.00366234659
7 100 98 0.00425359699
7 100 99 0.00471860947
7 100 100 0.00644001107
7 1000 1 0.00226088511
7 1000 2 0.00074259391
7 1000 3 0.00159851270
7 1000 4 0.00241333810
7 1000 5 0.00347531852
7 1000 6 0.00138234674
7 1000 7 0.00337184426
7 1000 8 0.00131358816
7 1000 9 0.00591960279
7 1000 10 0.00203666195
7 1000 11 0.00163269987
7 1000 12 0.00284415408
7 1000 13 0.00262648998
7 1000 14 0.00364820307
7 1000 15 0.00067156735
7 1000 16 0.00521449720
7 1000 17 0.00091161642
7 1000 18 0.00199812849
7 1000 19 0.00173522461
7 1000 20 0.00156143027
7 1000 21 0.00297981950
7 1000 22 0.00107658797
7 1000 23 0.00831906058
7 1000 24 0.00124282729
7 1000 25 0.00258744399
7 1000 26 0.00463780846
7 1000 27 0.00635329375
7 1000 28 0.00191320727
7 1000 29 0.00307632475
7 1000 30 0.00146165175
7 1000 31 0.00096480528
7 1000 32 0.00204107831
7 1000 33 0.00249981579
7 1000 34 0.00230092348
7 1000 35 0.00172310923
7 1000 36 0.00310340961
7 1000 37 0.00116556667
7 1000 38 0.00387037190
7 1000 39 0.00075789287
7 1000 40 0.00077594162
7 1000 41 0.00098506397
7 1000 42 0.00290775582
7 1000 43 0.00315775386
7 1000 44 0.00163402542
7 1000 45 0.00034171314
7 1000 46 0.00194951917
7 1000 47 0.00232509029
7 1000 48 0.00295934824
7 1000 49 0.00158359100
7 1000 50 0.00078553219
7 1000 51 0.00288294671
7 1000 52 0.00112270835
7 1000 53 0.00064300685
7 1000 54 0.00248004199
7 1000 55 0.00412835737
7 1000 56 0.00189406438
7 1000 57 0.00265037932
7 1000 58 0.00125091603
7 1000 59 0.00181344258
7 1000 60 0.00161047620
7 1000 61 0.00401827679
7 1000 62 0.00393779586
7 1000 63 0.00066061918
7 1000 64 0.00642053670
7 1000 65 0.00207186970
7 1000 66 0.00294667399
7 1000 67 0.00207892306
7 1000 68 0.00282935954
7 1000 69 0.00223256831
7 1000 70 0.00102618629
7 1000 71 0.00073272787
7 1000 72 0.00222721779
7 1000 73 0.00472093113
7 1000 74 0.00634107321
7 1000 75 0.00019864369
7 1000 76 0.00528530847
7 1000 77 0.00263076418
7 1000 78 0.00072577400
7 1000 79 0.00446376863
7 1000 80 0.00572506239
7 1000 81 0.00106370497
7 1000 82 0.00511226420
7 1000 83 0.00124147776
7 1000 84 0.00309130367
7 1000 85 0.00367245777
7 1000 86 0.00748012099
7 1000 87 0.00110047773
7 1000 88 0.00152902198
7 1000 89 0.00041928091
7 1000 90 0.00068050514
7 1000 91 0.00057510655
7 1000 92 0.00319477786
7 1000 93 0.00194299323
7 1000 94 0.00143485301
7 1000 95 0.00287080879
7 1000 96 0.00529084450
7 1000 97 0.00144169793
7 1000 98 0.00256348394
7 1000 99 0.00684620731
7 1000 100 0.00154627409
7 10000 1 0.00081399561
7 10000 2 0.00034652531
7 10000 3 0.00063746950
7 10000 4 0.00045319802
7 10000 5 0.00014280516
7 10000 6 0.00049135866
7 10000 7 0.00049692146
7 10000 8 0.00028205854
7 10000 9 0.00054860366
7 10000 10 0.00043989508
7 10000 11 0.00076331758
7 10000 12 0.00030286344
7 10000 13 0.00032739171
7 10000 14 0.00027744747
7 10000 15 0.00035208475
7 10000 16 0.00025240216
7 10000 17 0.00064354306
7 10000 18 0.00023944630
7 10000 19 0.00019664816
7 10000 20 0.00069663024
7 10000 21 0.00106723326
7 10000 22 0.00045727237
7 10000 23 0.00073589165
7 10000 24 0.00080228737
7 10000 25 0.00037415688
7 10000 26 0.00060196798
7 10000 27 0.00104777094
7 10000 28 0.00074791262
7 10000 29 0.00094130348
7 10000 30 0.00029668403
7 10000 31 0.00041683967
7 10000 32 0.00073093490
7 10000 33 0.00068874284
7 10000 34 0.00047686549
7 10000 35 0.00054459964
7 10000 36 0.00030875589
7 10000 37 0.00018185969
7 10000 38 0.00095579140
7 10000 39 0.00112502939
7 10000 40 0.00022549412
7 10000 41 0.00059507428
7 10000 42 0.00124242397
7 10000 43 0.00022085983
7 10000 44 0.00088202929
7 10000 45 0.00033550780
7 10000 46 0.00032280704
7 10000 47 0.00031716443
7 10000 48 0.00047620573
7 10000 49 0.00037238949
7 10000 50 0.00025567721
7 10000 51 0.00029559280
7 10000 52 0.00108309746
7 10000 53 0.00030861800
7 10000 54 0.00089993222
7 10000 55 0.00039930407
7 10000 56 0.00024932766
7 10000 57 0.00041818347
7 10000 58 0.00055398854
7 10000 59 0.00039299190
7 10000 60 0.00028023248
7 10000 61 0.00061330086
7 10000 62 0.00047500967
7 10000 63 0.00061292090
7 10000 64 0.00016297277
7 10000 65 0.00018221993
7 10000 66 0.00043002683
7 10000 67 0.00060444379
7 10000 68 0.00122972076
7 10000 69 0.00126486316
7 10000 70 0.00040034527
7 10000 71 0.00084689027
7 10000 72 0.00013653117
7 10000 73 0.00141617760
7 10000 74 0.00047567760
7 10000 75 0.00027813264
7 10000 76 0.00028512118
7 10000 77 0.00068091441
7 10000 78 0.00051271689
7 10000 79 0.00043755775
7 10000 80 0.00094177457
7 10000 81 0.00029495433
7 10000 82 0.00045428635
7 10000 83 0.00053521935
7 10000 84 0.00067287803
7 10000 85 0.00033536565
7 10000 86 0.00117897837
7 10000 87 0.00039729446
7 10000 88 0.00021647563
7 10000 89 0.00033859156
7 10000 90 0.00024340565
7 10000 91 0.00036495852
7 10000 92 0.00028977841
7 10000 93 0.00072870234
7 10000 94 0.00059967660
7 10000 95 0.00053752171
7 10000 96 0.00057065568
7 10000 97 0.00048830926
7 10000 98 0.00105774545
7 10000 99 0.00095977517
7 10000 100 0.00044250743
7 100000 1 0.00032724774
7 100000 2 0.00037159293
7 100000 3 0.00023235941
7 100000 4 0.00043777303
7 100000 5 0.00044038793
7 100000 6 0.00033518659
7 100000 7 0.00020304362
7 100000 8 0.00030465067
7 100000 9 0.00035895370
7 100000 10 0.00018541023
7 100000 11 0.00036387428
7 100000 12 0.00018872435
7 100000 13 0.00035474922
7 100000 14 0.00039891979
7 100000 15 0.00036513832
7 100000 16 0.00033321314
7 100000 17 0.00020903671
7 100000 18 0.00028634112
7 100000 19 0.00021498142
7 100000 20 0.00037138309
7 100000 21 0.00030564655
7 100000 22 0.00022556661
7 100000 23 0.00036718428
7 100000 24 0.00018797397
7 100000 25 0.00016393141
7 100000 26 0.00038795539
7 100000 27 0.00024031193
7 100000 28 0.00021957696
7 100000 29 0.00027825134
7 100000 30 0.00039466249
7 100000 31 0.00021096524
7 100000 32 0.00030681140
7 100000 33 0.00040991057
7 100000 34 0.00036898940
7 100000 35 0.00035601515
7 100000 36 0.00027045591
7 100000 37 0.00028221553
7 100000 38 0.00022629505
7 100000 39 0.00032314365
7 100000 40 0.00028238515
7 100000 41 0.00038348800
7 100000 42 0.00039421943
7 100000 43 0.00021482951
7 100000 44 0.00022206612
7 100000 45 0.00021842380
7 100000 46 0.00020552151
7 100000 47 0.00029077867
7 100000 48 0.00022608666
7 100000 49 0.00020585548
7 100000 50 0.00029031579
7 100000 51 0.00027829406
7 100000 52 0.00027152410
7 100000 53 0.00031424356
7 100000 54 0.00030003482
7 100000 55 0.00022334197
7 100000 56 0.00017858330
7 100000 57 0.00045267064
7 100000 58 0.00024344574
7 100000 59 0.00029056786
7 100000 60 0.00025603776
7 100000 61 0.00022837680
7 100000 62 0.00033577813
7 100000 63 0.00025552366
7 100000 64 0.00041101147
7 100000 65 0.00017080292
7 100000 66 0.00029965634
7 100000 67 0.00032967884
7 100000 68 0.00028812823
7 100000 69 0.00031982730
7 100000 70 0.00035306515
7 100000 71 0.00030947500
7 100000 72 0.00021504262
7 100000 73 0.00046240383
7 100000 74 0.00029328017
7 100000 75 0.00030382555
7 100000 76 0.00020476821
7 100000 77 0.00029280266
7 100000 78 0.00039444536
7 100000 79 0.00026223621
7 100000 80 0.00045711435
7 100000 81 0.00047113520
7 100000 82 0.00024912142
7 100000 83 0.00023259157
7 100000 84 0.00042304171
7 100000 85 0.00045981312
7 100000 86 0.00025203211
7 100000 87 0.00019692694
7 100000 88 0.00019274686
7 100000 89 0.00032166184
7 100000 90 0.00032644506
7 100000 91 0.00025961346
7 100000 92 0.00019275372
7 100000 93 0.00042219719
7 100000 94 0.00042318845
7 100000 95 0.00038446676
7 100000 96 0.00031799765
7 100000 97 0.00015938922
7 100000 98 0.00048756430
7 100000 99 0.00018824719
7 100000 100 0.00025690834
9 100 1 0.00613000729
9 100 2 0.01180534438
9 100 3 0.03253223638
9 100 4 0.01407639049
9 100 5 0.01106492861
9 100 6 0.00827124027
9 100 7 0.00801930349
9 100 8 0.00292363181
9 100 9 0.01401589120
9 100 10 0.01348844159
9 100 11 0.01076478876
9 100 12 0.00696773280
9 100 13 0.00893040486
9 100 14 0.01622847285
9 100 15 0.03192541092
9 100 16 0.00411386784
9 100 17 0.00322909895
9 100 18 0.01395131305
9 100 19 0.01023432879
9 100 20 0.00391885373
9 100 21 0.00646749787
9 100 22 0.00972183662
9 100 23 0.01259209955
9 100 24 0.01139771327
9 100 25 0.00290257534
9 100 26 0.02121419412
9 100 27 0.02988321175
9 100 28 0.00557285881
9 100 29 0.01700129760
9 100 30 0.01931470435
9 100 31 0.00502577639
9 100 32 0.00245126567
9 100 33 0.01947700807
9 100 34 0.01029324176
9 100 35 0.00647300290
9 100 36 0.02024270395
9 100 37 0.01305681918
9 100 38 0.01235096675
9 100 39 0.00450220969
9 100 40 0.02183769627
9 100 41 0.01072664465
9 100 42 0.01054339890
9 100 43 0.01532967281
9 100 44 0.00675572307
9 100 45 0.00118998234
9 100 46 0.00277735327
9 100 47 0.00898512123
9 100 48 0.00532592376
9 100 49 0.00424094567
9 100 50 0.02404800728
9 100 51 0.01679264725
9 100 52 0.00537669399
9 100 53 0.03040018104
9 100 54 0.02610913802
9 100 55 0.01769077546
9 100 56 0.03011499164
9 100 57 0.01066796057
9 100 58 0.00385640300
9 100 59 0.00665496505
9 100 60 0.01914353012
9 100 61 0.01532560806
9 100 62 0.01362837804
9 100 63 0.01136334004
9 100 64 0.00639576531
9 100 65 0.01356777104
9 100 66 0.00727804853
9 100 67 0.00368593708
9 100 68 0.00599109293
9 100 69 0.00987079563
9 100 70 0.01695599270
9 100 71 0.00684981006
9 100 72 0.00065596608
9 100 73 0.00776846673
9 100 74 0.02048094835
9 100 75 0.00468327374
9 100 76 0.01465891610
9 100 77 0.00984841270
9 100 78 0.00557160929
9 100 79 0.01728774512
9 100 80 0.00460785400
9 100 81 0.04174037222
9 100 82 0.00786664765
9 100 83 0.00433849268
9 100 84 0.01264703676
9 100 85 0.01961624494
9 100 86 0.00392458406
9 100 87 0.01218476775
9 100 88 0.01121199991
9 100 89 0.03377267328
9 100 90 0.01564229298
9 100 91 0.01345431678
9 100 92 0.01782953852
9 100 93 0.00196174185
9 100 94 0.00714727765
9 100 95 0.00310406042
9 100 96 0.00193657218
9 100 97 0.01084297649
9 100 98 0.03593092779
9 100 99 0.02590867759
9 100 100 0.01042377459
9 1000 1 0.00143526783
9 1000 2 0.00125914959
9 1000 3 0.00199655473
9 1000 4 0.00092755137
9 1000 5 0.00089633762
9 1000 6 0.00056241842
9 1000 7 0.00079009236
9 1000 8 0.00128499681
9 1000 9 0.00083820121
9 1000 10 0.00229004640
9 1000 11 0.00216790076
9 1000 12 0.00067306214
9 1000 13 0.00220678378
9 1000 14 0.00468779555
9 1000 15 0.00566024345
9 1000 16 0.00276635964
9 1000 17 0.00216189349
9 1000 18 0.00121205913
9 1000 19 0.00082457488
9 1000 20 0.00346950485
9 1000 21 0.00095965379
9 1000 22 0.00062601705
9 1000 23 0.00210412210
9 1000 24 0.00188116802
9 1000 25 0.00240114150
9 1000 26 0.00469081996
9 1000 27 0.00408952061
9 1000 28 0.00100714473
9 1000 29 0.00615436954
9 1000 30 0.00129490968
9 1000 31 0.00025830752
9 1000 32 0.00184472847
9 1000 33 0.00040269119
9 1000 34 0.00157585397
9 1000 35 0.00397911536
9 1000 36 0.00136911169
9 1000 37 0.00069309112
9 1000 38 0.00032303659
9 1000 39 0.00027418615
9 1000 40 0.00043959687
9 1000 41 0.00554834861
9 1000 42 0.00056992085
9 1000 43 0.00054101100
9 1000 44 0.00147676246
9 1000 45 0.00185324308
9 1000 46 0.00269718878
9 1000 47 0.00037480645
9 1000 48 0.00192714581
9 1000 49 0.00135191742
9 1000 50 0.00231771162
9 1000 51 0.00063035526
9 1000 52 0.00226192444
9 1000 53 0.00285903456
9 1000 54 0.00196792711
9 1000 55 0.00133340613
9 1000 56 0.00078106775
9 1000 57 0.00224515321
9 1000 58 0.00023508743
9 1000 59 0.00057033322
9 1000 60 0.00387406167
9 1000 61 0.00128605499
9 1000 62 0.00189824020
9 1000 63 0.00281531470
9 1000 64 0.00072130709
9 1000 65 0.00092420823
9 1000 66 0.00218576586
9 1000 67 0.00097832290
9 1000 68 0.00122919016
9 1000 69 0.00100269142
9 1000 70 0.01025544259
9 1000 71 0.00100090767
9 1000 72 0.00267023369
9 1000 73 0.00121811805
9 1000 74 0.00102181941
9 1000 75 0.00051219568
9 1000 76 0.00073842232
9 1000 77 0.00259211616
9 1000 78 0.00066472559
9 1000 79 0.00052300005
9 1000 80 0.00415162555
9 1000 81 0.00065005289
9 1000 82 0.00283298348
9 1000 83 0.00106457843
9 1000 84 0.00357759666
9 1000 85 0.00655611385
9 1000 86 0.00314504010
9 1000 87 0.00249555193
9 1000 88 0.00040542095
9 1000 89 0.00145948714
9 1000 90 0.00360974252
9 1000 91 0.00060843091
9 1000 92 0.00232036724
9 1000 93 0.00153911039
9 1000 94 0.00479312305
9 1000 95 0.00215541045
9 1000 96 0.00246560083
9 1000 97 0.00336517573
9 1000 98 0.00068778736
9 1000 99 0.00202282498
9 1000 100 0.00221567572
9 10000 1 0.00066592828
9 10000 2 0.00016835608
9 10000 3 0.00044925563
9 10000 4 0.00031387229
9 10000 5 0.00021159078
9 10000 6 0.00019038055
9 10000 7 0.00016883962
9 10000 8 0.00059128870
9 10000 9 0.00021119200
9 10000 10 0.00057039842
9 10000 11 0.00023406384
9 10000 12 0.00029374376
9 10000 13 0.00036285924
9 10000 14 0.00054973070
9 10000 15 0.00070338131
9 10000 16 0.00033184111
9 10000 17 0.00012301832
9 10000 18 0.00041422063
9 10000 19 0.00027398212
9 10000 20 0.00042098882
9 10000 21 0.00072380002
9 10000 22 0.00014512470
9 10000 23 0.00030596615
9 10000 24 0.00043803430
9 10000 25 0.00030519928
9 10000 26 0.00030277228
9 10000 27 0.00043871592
9 10000 28 0.00014911114
9 10000 29 0.00024743588
9 10000 30 0.00017563808
9 10000 31 0.00027645763
9 10000 32 0.00020537920
9 10000 33 0.00049376995
9 10000 34 0.00055456909
9 10000 35 0.00051866964
9 10000 36 0.00041569618
9 10000 37 0.00061118973
9 10000 38 0.00021280707
9 10000 39 0.00010390556
9 10000 40 0.00020434190
9 10000 41 0.00018471770
9 10000 42 0.00018195734
9 10000 43 0.00097599104
9 10000 44 0.00023626330
9 10000 45 0.00047476080
9 10000 46 0.00036157769
9 10000 47 0.00062116021
9 10000 48 0.00039393484
9 10000 49 0.00033892914
9 10000 50 0.00021273536
9 10000 51 0.00042975523
9 10000 52 0.00028662550
9 10000 53 0.00019028770
9 10000 54 0.00022185109
9 10000 55 0.00068879940
9 10000 56 0.00039563406
9 10000 57 0.00051073122
9 10000 58 0.00042358646
9 10000 59 0.00052013318
9 10000 60 0.00036642194
9 10000 61 0.00015253769
9 10000 62 0.00024242901
9 10000 63 0.00099202684
9 10000 64 0.00026530583
9 10000 65 0.00033522758
9 10000 66 0.00028132962
9 10000 67 0.00027148905
9 10000 68 0.00031217262
9 10000 69 0.00025216760
9 10000 70 0.00037382685
9 10000 71 0.00017873010
9 10000 72 0.00026601068
9 10000 73 0.00013856884
9 10000 74 0.00024035293
9 10000 75 0.00024375913
9 10000 76 0.00024557780
9 10000 77 0.00027481078
9 10000 78 0.00086065516
9 10000 79 0.00022796957
9 10000 80 0.00029317667
9 10000 81 0.00021540744
9 10000 82 0.00040047842
9 10000 83 0.00050818263
9 10000 84 0.00021073620
9 10000 85 0.00021172714
9 10000 86 0.00016571503
9 10000 87 0.00062455613
9 10000 88 0.00015303442
9 10000 89 0.00030303652
9 10000 90 0.00071120467
9 10000 91 0.00014865748
9 10000 92 0.00083519233
9 10000 93 0.00021070917
9 10000 94 0.00064132827
9 10000 95 0.00043690376
9 10000 96 0.00068207413
9 10000 97 0.00019971827
9 10000 98 0.00016187584
9 10000 99 0.00021293258
9 10000 100 0.00038754262
9 100000 1 0.00014910285
9 100000 2 0.00012999943
9 100000 3 0.00015945506
9 100000 4 0.00019777543
9 100000 5 0.00013232660
9 100000 6 0.00019134271
9 100000 7 0.00014636745
9 100000 8 0.00015689715
9 100000 9 0.00017482424
9 100000 10 0.00015872133
9 100000 11 0.00017500717
9 100000 12 0.00017871099
9 100000 13 0.00017293849
9 100000 14 0.00014831430
9 100000 15 0.00014292226
9 100000 16 0.00015565049
9 100000 17 0.00016422185
9 100000 18 0.00017586478
9 100000 19 0.00020796888
9 100000 20 0.00017057400
9 100000 21 0.00011621068
9 100000 22 0.00018153061
9 100000 23 0.00013763146
9 100000 24 0.00020492755
9 100000 25 0.00016652483
9 100000 26 0.00014219184
9 100000 27 0.00015887937
9 100000 28 0.00012378054
9 100000 29 0.00014014388
9 100000 30 0.00012408578
9 100000 31 0.00019272999
9 100000 32 0.00015006046
9 100000 33 0.00015611449
9 100000 34 0.00015872866
9 100000 35 0.00015767501
9 100000 36 0.00024928192
9 100000 37 0.00012243310
9 100000 38 0.00014923143
9 100000 39 0.00015316753
9 100000 40 0.00016542639
9 100000 41 0.00015113996
9 100000 42 0.00017612482
9 100000 43 0.00020132412
9 100000 44 0.00015182650
9 100000 45 0.00017391937
9 100000 46 0.00014983459
9 100000 47 0.00019889792
9 100000 48 0.00012915188
9 100000 49 0.00014555156
9 100000 50 0.00014653331
9 100000 51 0.00014630484
9 100000 52 0.00014220054
9 100000 53 0.00016403132
9 100000 54 0.00018786793
9 100000 55 0.00017044366
9 100000 56 0.00016332504
9 100000 57 0.00017798588
9 100000 58 0.00019350448
9 100000 59 0.00015529113
9 100000 60 0.00016100430
9 100000 61 0.00014897873
9 100000 62 0.00013068713
9 100000 63 0.00017705195
9 100000 64 0.00015503432
9 100000 65 0.00014291791
9 100000 66 0.00013374126
9 100000 67 0.00016362870
9 100000 68 0.00012843798
9 100000 69 0.00013520258
9 100000 70 0.00013080871
9 100000 71 0.00015338512
9 100000 72 0.00015648844
9 100000 73 0.00014647560
9 100000 74 0.00015921560
9 100000 75 0.00014961122
9 100000 76 0.00019353113
9 100000 77 0.00013370350
9 100000 78 0.00015372292
9 100000 79 0.00014141614
9 100000 80 0.00015739859
9 100000 81 0.00015432371
9 100000 82 0.00015740580
9 100000 83 0.00018991030
9 100000 84 0.00016102720
9 100000 85 0.00015338600
9 100000 86 0.00013817356
9 100000 87 0.00016721435
9 100000 88 0.00013287150
9 100000 89 0.00016853383
9 100000 90 0.00019316260
9 100000 91 0.00014562289
9 100000 92 0.00014732468
9 100000 93 0.00017615384
9 100000 94 0.00016810496
9 100000 95 0.00018275812
9 100000 96 0.00012669288
9 100000 97 0.00014910670
9 100000 98 0.00014228199
9 100000 99 0.00012445250
9 100000 100 0.00015581578
11 100 1 0.00530881351
11 100 2 0.03007328787
11 100 3 0.00810613681
11 100 4 0.04964443864
11 100 5 0.00708784934
11 100 6 0.03791652650
11 100 7 0.02412084548
11 100 8 0.00533805624
11 100 9 0.01205066156
11 100 10 0.01314958488
11 100 11 0.05705956755
11 100 12 0.00621435314
11 100 13 0.00910745203
11 100 14 0.00819605083
11 100 15 0.03597273430
11 100 16 0.02798995302
11 100 17 0.02893776955
11 100 18 0.00453043903
11 100 19 0.00517281768
11 100 20 0.01132342829
11 100 21 0.02967989566
11 100 22 0.01333016774
11 100 23 0.01566652751
11 100 24 0.01495994133
11 100 25 0.02940981275
11 100 26 0.01761435965
11 100 27 0.01972038062
